sample_id,country_ISO,adm1_name,adm1_ISO,adm2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter
VBS46176-6296STDY10244733,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46177-6296STDY10244734,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46178-6296STDY10244735,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46179-6296STDY10244736,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46181-6296STDY10244738,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46182-6296STDY10244739,THA,Surat Thani Province,TH-84,Tha Chang,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Tha-Chang_diru_2019,TH-84_Tha-Chang_diru_2019_10,TH-84_Tha-Chang_diru_2019_Q4
VBS46184-6296STDY10244741,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46185-6296STDY10244742,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46186-6296STDY10244743,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46193-6296STDY10244749,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46194-6296STDY10244750,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46195-6296STDY10244751,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46196-6296STDY10244752,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46197-6296STDY10244753,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46199-6296STDY10244755,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46200-6296STDY10244756,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46201-6296STDY10244757,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46202-6296STDY10244758,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46203-6296STDY10244759,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46204-6296STDY10244760,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46205-6296STDY10244761,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46206-6296STDY10244762,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
VBS46207-6296STDY10244763,THA,Surat Thani Province,TH-84,Khiri Rat Nikhom,dirus,TH-84_diru_2019,TH-84_diru_2019_10,TH-84_diru_2019_Q4,TH-84_Khiri-Rat-Nikhom_diru_2019,TH-84_Khiri-Rat-Nikhom_diru_2019_10,TH-84_Khiri-Rat-Nikhom_diru_2019_Q4
